"county","year","var_name","magnitude","temporal","value","category"
"Leitrim","2016-2022","house_apart","relative","change",29.65,"house_type"
"Leitrim","2016-2022","house_detach","absolute","change",881,"house_type"
"Leitrim","2016-2022","house_detach","relative","change",9.72,"house_type"
"Leitrim","2016-2022","house_none","absolute","change",-141,"house_type"
"Leitrim","2016-2022","house_none","relative","change",-100,"house_type"
"Leitrim","2016-2022","house_scheme","absolute","change",300,"house_type"
"Leitrim","2016-2022","house_scheme","relative","change",11.05,"house_type"
"Leitrim","2016-2022","tenure_all","absolute","change",1185,"tenure"
"Leitrim","2016-2022","tenure_all","relative","change",9.55,"tenure"
"Leitrim","2016-2022","tenure_mort","absolute","change",-128,"tenure"
"Leitrim","2016-2022","tenure_mort","relative","change",-3.68,"tenure"
"Leitrim","2016-2022","tenure_other","absolute","change",326,"tenure"
"Leitrim","2016-2022","tenure_other","relative","change",56.01,"tenure"
"Leitrim","2016-2022","tenure_owner","absolute","change",706,"tenure"
"Leitrim","2016-2022","tenure_owner","relative","change",12.68,"tenure"
"Leitrim","2016-2022","tenure_rent","absolute","change",229,"tenure"
"Leitrim","2016-2022","tenure_rent","relative","change",12.92,"tenure"
"Leitrim","2016-2022","tenure_social","absolute","change",52,"tenure"
"Leitrim","2016-2022","tenure_social","relative","change",5.18,"tenure"
"Limerick City and County","2016-2022","All types of sewerage","absolute","change",5273,"sewerage"
"Limerick City and County","2016-2022","All types of sewerage","relative","change",7.42,"sewerage"
"Limerick City and County","2016-2022","Individual septic tank","absolute","change",1055,"sewerage"
"Limerick City and County","2016-2022","Individual septic tank","relative","change",4.83,"sewerage"
"Limerick City and County","2016-2022","Individual treatment not septic tank","absolute","change",599,"sewerage"
"Limerick City and County","2016-2022","Individual treatment not septic tank","relative","change",24.84,"sewerage"
"Limerick City and County","2016-2022","No sewerage facility","absolute","change",58,"sewerage"
"Limerick City and County","2016-2022","No sewerage facility","relative","change",46.77,"sewerage"
"Limerick City and County","2016-2022","Not stated","absolute","change",-772,"sewerage"
"Limerick City and County","2016-2022","Not stated","relative","change",-24.59,"sewerage"
"Limerick City and County","2016-2022","Other type of sewage","absolute","change",10,"sewerage"
"Limerick City and County","2016-2022","Other type of sewage","relative","change",3.12,"sewerage"
"Limerick City and County","2016-2022","Public scheme","absolute","change",4323,"sewerage"
"Limerick City and County","2016-2022","Public scheme","relative","change",10.02,"sewerage"
"Limerick City and County","2016-2022","built_all","absolute","change",5273,"built"
"Limerick City and County","2016-2022","built_all","relative","change",7.42,"built"
"Limerick City and County","2016-2022","built_none","absolute","change",-2677,"built"
"Limerick City and County","2016-2022","built_none","relative","change",-54.69,"built"
"Limerick City and County","2016-2022","built_p19_70","absolute","change",1121,"built"
"Limerick City and County","2016-2022","built_p19_70","relative","change",5.01,"built"
"Limerick City and County","2016-2022","built_p2016","absolute","change",2672,"built"
"Limerick City and County","2016-2022","built_p2016","relative","change",Inf,"built"
"Limerick City and County","2016-2022","built_y70_90","absolute","change",1066,"built"
"Limerick City and County","2016-2022","built_y70_90","relative","change",6.55,"built"
"Limerick City and County","2016-2022","built_y91_15","absolute","change",3091,"built"
"Limerick City and County","2016-2022","built_y91_15","relative","change",11.25,"built"
"Limerick City and County","2016-2022","house_all","absolute","change",5273,"house_type"
"Limerick City and County","2016-2022","house_all","relative","change",7.42,"house_type"
"Limerick City and County","2016-2022","house_apart","absolute","change",1717,"house_type"
"Limerick City and County","2016-2022","house_apart","relative","change",24.06,"house_type"
"Limerick City and County","2016-2022","house_detach","absolute","change",1809,"house_type"
"Limerick City and County","2016-2022","house_detach","relative","change",5.62,"house_type"
"Limerick City and County","2016-2022","house_none","absolute","change",-932,"house_type"
"Limerick City and County","2016-2022","house_none","relative","change",-100,"house_type"
"Limerick City and County","2016-2022","house_scheme","absolute","change",2679,"house_type"
"Limerick City and County","2016-2022","house_scheme","relative","change",8.71,"house_type"
"Limerick City and County","2016-2022","tenure_all","absolute","change",5273,"tenure"
"Limerick City and County","2016-2022","tenure_all","relative","change",7.42,"tenure"
"Limerick City and County","2016-2022","tenure_mort","absolute","change",-1048,"tenure"
"Limerick City and County","2016-2022","tenure_mort","relative","change",-5.07,"tenure"
"Limerick City and County","2016-2022","tenure_other","absolute","change",3113,"tenure"
"Limerick City and County","2016-2022","tenure_other","relative","change",90.44,"tenure"
"Limerick City and County","2016-2022","tenure_owner","absolute","change",2127,"tenure"
"Limerick City and County","2016-2022","tenure_owner","relative","change",7.72,"tenure"
"Limerick City and County","2016-2022","tenure_rent","absolute","change",710,"tenure"
"Limerick City and County","2016-2022","tenure_rent","relative","change",5.55,"tenure"
"Limerick City and County","2016-2022","tenure_social","absolute","change",371,"tenure"
"Limerick City and County","2016-2022","tenure_social","relative","change",5.65,"tenure"
"Longford","2016-2022","All types of sewerage","absolute","change",1114,"sewerage"
"Longford","2016-2022","All types of sewerage","relative","change",7.38,"sewerage"
"Longford","2016-2022","Individual septic tank","absolute","change",388,"sewerage"
"Longford","2016-2022","Individual septic tank","relative","change",5.87,"sewerage"
"Longford","2016-2022","Individual treatment not septic tank","absolute","change",27,"sewerage"
"Longford","2016-2022","Individual treatment not septic tank","relative","change",3.45,"sewerage"
"Longford","2016-2022","No sewerage facility","absolute","change",37,"sewerage"
"Longford","2016-2022","No sewerage facility","relative","change",168.18,"sewerage"
"Longford","2016-2022","Not stated","absolute","change",-273,"sewerage"
"Longford","2016-2022","Not stated","relative","change",-41.81,"sewerage"
"Longford","2016-2022","Other type of sewage","absolute","change",4,"sewerage"
"Longford","2016-2022","Other type of sewage","relative","change",4.04,"sewerage"
"Longford","2016-2022","Public scheme","absolute","change",931,"sewerage"
"Longford","2016-2022","Public scheme","relative","change",13.45,"sewerage"
"Longford","2016-2022","built_all","absolute","change",1114,"built"
"Longford","2016-2022","built_all","relative","change",7.38,"built"
"Longford","2016-2022","built_none","absolute","change",-376,"built"
"Longford","2016-2022","built_none","relative","change",-39.21,"built"
"Longford","2016-2022","built_p19_70","absolute","change",181,"built"
"Longford","2016-2022","built_p19_70","relative","change",4.79,"built"
"Longford","2016-2022","built_p2016","absolute","change",522,"built"
"Longford","2016-2022","built_p2016","relative","change",Inf,"built"
"Longford","2016-2022","built_y70_90","absolute","change",151,"built"
"Longford","2016-2022","built_y70_90","relative","change",4.82,"built"
"Longford","2016-2022","built_y91_15","absolute","change",636,"built"
"Longford","2016-2022","built_y91_15","relative","change",8.81,"built"
"Longford","2016-2022","house_all","absolute","change",1114,"house_type"
"Longford","2016-2022","house_all","relative","change",7.38,"house_type"
"Longford","2016-2022","house_apart","absolute","change",264,"house_type"
"Longford","2016-2022","house_apart","relative","change",41.44,"house_type"
"Longford","2016-2022","house_detach","absolute","change",697,"house_type"
"Longford","2016-2022","house_detach","relative","change",7.31,"house_type"
"Longford","2016-2022","house_none","absolute","change",-252,"house_type"
"Longford","2016-2022","house_none","relative","change",-100,"house_type"
"Longford","2016-2022","house_scheme","absolute","change",405,"house_type"
"Longford","2016-2022","house_scheme","relative","change",8.69,"house_type"
"Longford","2016-2022","tenure_all","absolute","change",1114,"tenure"
"Longford","2016-2022","tenure_all","relative","change",7.38,"tenure"
"Longford","2016-2022","tenure_mort","absolute","change",-233,"tenure"
"Longford","2016-2022","tenure_mort","relative","change",-6.03,"tenure"
"Longford","2016-2022","tenure_other","absolute","change",644,"tenure"
"Longford","2016-2022","tenure_other","relative","change",98.17,"tenure"
"Longford","2016-2022","tenure_owner","absolute","change",461,"tenure"
"Longford","2016-2022","tenure_owner","relative","change",8.01,"tenure"
"Longford","2016-2022","tenure_rent","absolute","change",186,"tenure"
"Longford","2016-2022","tenure_rent","relative","change",7.1,"tenure"
"Longford","2016-2022","tenure_social","absolute","change",56,"tenure"
"Longford","2016-2022","tenure_social","relative","change",2.55,"tenure"
"Louth","2016-2022","All types of sewerage","absolute","change",3969,"sewerage"
"Louth","2016-2022","All types of sewerage","relative","change",8.75,"sewerage"
"Louth","2016-2022","Individual septic tank","absolute","change",758,"sewerage"
"Louth","2016-2022","Individual septic tank","relative","change",7.89,"sewerage"
"Louth","2016-2022","Individual treatment not septic tank","absolute","change",169,"sewerage"
"Louth","2016-2022","Individual treatment not septic tank","relative","change",9.43,"sewerage"
"Louth","2016-2022","No sewerage facility","absolute","change",75,"sewerage"
"Louth","2016-2022","No sewerage facility","relative","change",174.42,"sewerage"
"Louth","2016-2022","Not stated","absolute","change",-1197,"sewerage"
"Louth","2016-2022","Not stated","relative","change",-54.68,"sewerage"
"Louth","2016-2022","Other type of sewage","absolute","change",45,"sewerage"
"Louth","2016-2022","Other type of sewage","relative","change",26.01,"sewerage"
"Louth","2016-2022","Public scheme","absolute","change",4119,"sewerage"
"Louth","2016-2022","Public scheme","relative","change",13.05,"sewerage"
"Louth","2016-2022","built_all","absolute","change",3969,"built"
"Louth","2016-2022","built_all","relative","change",8.75,"built"
"Louth","2016-2022","built_none","absolute","change",-1805,"built"
"Louth","2016-2022","built_none","relative","change",-60.07,"built"
"Louth","2016-2022","built_p19_70","absolute","change",854,"built"
"Louth","2016-2022","built_p19_70","relative","change",6.62,"built"
"Louth","2016-2022","built_p2016","absolute","change",2976,"built"
"Louth","2016-2022","built_p2016","relative","change",Inf,"built"
"Louth","2016-2022","built_y70_90","absolute","change",444,"built"
"Louth","2016-2022","built_y70_90","relative","change",4.43,"built"
"Louth","2016-2022","built_y91_15","absolute","change",1500,"built"
"Louth","2016-2022","built_y91_15","relative","change",7.72,"built"
"Louth","2016-2022","house_all","absolute","change",3969,"house_type"
"Louth","2016-2022","house_all","relative","change",8.75,"house_type"
"Louth","2016-2022","house_apart","absolute","change",675,"house_type"
"Louth","2016-2022","house_apart","relative","change",23.49,"house_type"
"Louth","2016-2022","house_detach","absolute","change",713,"house_type"
"Louth","2016-2022","house_detach","relative","change",3.86,"house_type"
"Louth","2016-2022","house_none","absolute","change",-681,"house_type"
"Louth","2016-2022","house_none","relative","change",-100,"house_type"
"Louth","2016-2022","house_scheme","absolute","change",3262,"house_type"
"Louth","2016-2022","house_scheme","relative","change",13.98,"house_type"
"Louth","2016-2022","tenure_all","absolute","change",3969,"tenure"
"Louth","2016-2022","tenure_all","relative","change",8.75,"tenure"
"Louth","2016-2022","tenure_mort","absolute","change",-465,"tenure"
"Louth","2016-2022","tenure_mort","relative","change",-2.84,"tenure"
"Louth","2016-2022","tenure_other","absolute","change",761,"tenure"
"Louth","2016-2022","tenure_other","relative","change",35.85,"tenure"
"Louth","2016-2022","tenure_owner","absolute","change",1840,"tenure"
"Louth","2016-2022","tenure_owner","relative","change",12.15,"tenure"
"Louth","2016-2022","tenure_rent","absolute","change",534,"tenure"
"Louth","2016-2022","tenure_rent","relative","change",7.73,"tenure"
"Louth","2016-2022","tenure_social","absolute","change",1299,"tenure"
"Louth","2016-2022","tenure_social","relative","change",26.89,"tenure"
"Mayo","2016-2022","All types of sewerage","absolute","change",3251,"sewerage"
"Mayo","2016-2022","All types of sewerage","relative","change",6.67,"sewerage"
"Mayo","2016-2022","Individual septic tank","absolute","change",1253,"sewerage"
"Mayo","2016-2022","Individual septic tank","relative","change",5.1,"sewerage"
"Mayo","2016-2022","Individual treatment not septic tank","absolute","change",313,"sewerage"
"Mayo","2016-2022","Individual treatment not septic tank","relative","change",17.82,"sewerage"
"Mayo","2016-2022","No sewerage facility","absolute","change",47,"sewerage"
"Mayo","2016-2022","No sewerage facility","relative","change",81.03,"sewerage"
"Mayo","2016-2022","Not stated","absolute","change",-737,"sewerage"
"Mayo","2016-2022","Not stated","relative","change",-50.38,"sewerage"
"Mayo","2016-2022","Other type of sewage","absolute","change",7,"sewerage"
"Mayo","2016-2022","Other type of sewage","relative","change",3.89,"sewerage"
"Mayo","2016-2022","Public scheme","absolute","change",2368,"sewerage"
"Mayo","2016-2022","Public scheme","relative","change",11.42,"sewerage"
"Mayo","2016-2022","built_all","absolute","change",3251,"built"
"Mayo","2016-2022","built_all","relative","change",6.67,"built"
"Mayo","2016-2022","built_none","absolute","change",-880,"built"
"Mayo","2016-2022","built_none","relative","change",-44.56,"built"
"Mayo","2016-2022","built_p19_70","absolute","change",327,"built"
"Mayo","2016-2022","built_p19_70","relative","change",2.46,"built"
"Mayo","2016-2022","built_p2016","absolute","change",1807,"built"
"Mayo","2016-2022","built_p2016","relative","change",Inf,"built"
"Mayo","2016-2022","built_y70_90","absolute","change",500,"built"
"Mayo","2016-2022","built_y70_90","relative","change",4.22,"built"
"Mayo","2016-2022","built_y91_15","absolute","change",1497,"built"
"Mayo","2016-2022","built_y91_15","relative","change",6.91,"built"
"Mayo","2016-2022","house_all","absolute","change",3251,"house_type"
"Mayo","2016-2022","house_all","relative","change",6.67,"house_type"
"Mayo","2016-2022","house_apart","absolute","change",673,"house_type"
"Mayo","2016-2022","house_apart","relative","change",34.42,"house_type"
"Mayo","2016-2022","house_detach","absolute","change",2226,"house_type"
"Mayo","2016-2022","house_detach","relative","change",6.54,"house_type"
"Mayo","2016-2022","house_none","absolute","change",-454,"house_type"
"Mayo","2016-2022","house_none","relative","change",-100,"house_type"
"Mayo","2016-2022","house_scheme","absolute","change",806,"house_type"
"Mayo","2016-2022","house_scheme","relative","change",6.55,"house_type"
"Mayo","2016-2022","tenure_all","absolute","change",3251,"tenure"
"Mayo","2016-2022","tenure_all","relative","change",6.67,"tenure"
"Mayo","2016-2022","tenure_mort","absolute","change",-812,"tenure"
"Mayo","2016-2022","tenure_mort","relative","change",-5.9,"tenure"
"Mayo","2016-2022","tenure_other","absolute","change",1107,"tenure"
"Mayo","2016-2022","tenure_other","relative","change",53.76,"tenure"
"Mayo","2016-2022","tenure_owner","absolute","change",2152,"tenure"
"Mayo","2016-2022","tenure_owner","relative","change",9.45,"tenure"
"Mayo","2016-2022","tenure_rent","absolute","change",734,"tenure"
"Mayo","2016-2022","tenure_rent","relative","change",10.26,"tenure"
"Mayo","2016-2022","tenure_social","absolute","change",70,"tenure"
"Mayo","2016-2022","tenure_social","relative","change",2.34,"tenure"
"Meath","2016-2022","All types of sewerage","absolute","change",8688,"sewerage"
"Meath","2016-2022","All types of sewerage","relative","change",13.6,"sewerage"
"Meath","2016-2022","Individual septic tank","absolute","change",1451,"sewerage"
"Meath","2016-2022","Individual septic tank","relative","change",7.89,"sewerage"
"Meath","2016-2022","Individual treatment not septic tank","absolute","change",685,"sewerage"
"Meath","2016-2022","Individual treatment not septic tank","relative","change",21.31,"sewerage"
"Meath","2016-2022","No sewerage facility","absolute","change",131,"sewerage"
"Meath","2016-2022","No sewerage facility","relative","change",242.59,"sewerage"
"Meath","2016-2022","Not stated","absolute","change",-1140,"sewerage"
"Meath","2016-2022","Not stated","relative","change",-48.04,"sewerage"
"Meath","2016-2022","Other type of sewage","absolute","change",34,"sewerage"
"Meath","2016-2022","Other type of sewage","relative","change",11.15,"sewerage"
"Meath","2016-2022","Public scheme","absolute","change",7527,"sewerage"
"Meath","2016-2022","Public scheme","relative","change",19.04,"sewerage"
"Meath","2016-2022","built_all","absolute","change",8688,"built"
"Meath","2016-2022","built_all","relative","change",13.6,"built"
"Meath","2016-2022","built_none","absolute","change",-1852,"built"
"Meath","2016-2022","built_none","relative","change",-58.63,"built"
"Meath","2016-2022","built_p19_70","absolute","change",719,"built"
"Meath","2016-2022","built_p19_70","relative","change",5.75,"built"
"Meath","2016-2022","built_p2016","absolute","change",7198,"built"
"Meath","2016-2022","built_p2016","relative","change",Inf,"built"
"Meath","2016-2022","built_y70_90","absolute","change",742,"built"
"Meath","2016-2022","built_y70_90","relative","change",5.45,"built"
"Meath","2016-2022","built_y91_15","absolute","change",1881,"built"
"Meath","2016-2022","built_y91_15","relative","change",5.44,"built"
"Meath","2016-2022","house_all","absolute","change",8688,"house_type"
"Meath","2016-2022","house_all","relative","change",13.6,"house_type"
"Meath","2016-2022","house_apart","absolute","change",650,"house_type"
"Meath","2016-2022","house_apart","relative","change",13.17,"house_type"
"Meath","2016-2022","house_detach","absolute","change",2916,"house_type"
"Meath","2016-2022","house_detach","relative","change",8.69,"house_type"
"Meath","2016-2022","house_none","absolute","change",-724,"house_type"
"Meath","2016-2022","house_none","relative","change",-100,"house_type"
"Meath","2016-2022","house_scheme","absolute","change",5846,"house_type"
"Meath","2016-2022","house_scheme","relative","change",23.72,"house_type"
"Meath","2016-2022","tenure_all","absolute","change",8688,"tenure"
"Meath","2016-2022","tenure_all","relative","change",13.6,"tenure"
"Meath","2016-2022","tenure_mort","absolute","change",2513,"tenure"
"Meath","2016-2022","tenure_mort","relative","change",9.08,"tenure"
"Meath","2016-2022","tenure_other","absolute","change",1486,"tenure"
"Meath","2016-2022","tenure_other","relative","change",64.08,"tenure"
"Meath","2016-2022","tenure_owner","absolute","change",3344,"tenure"
"Meath","2016-2022","tenure_owner","relative","change",15.93,"tenure"
"Meath","2016-2022","tenure_rent","absolute","change",-253,"tenure"
"Meath","2016-2022","tenure_rent","relative","change",-2.71,"tenure"
"Meath","2016-2022","tenure_social","absolute","change",1598,"tenure"
"Meath","2016-2022","tenure_social","relative","change",45.08,"tenure"
"Monaghan","2016-2022","All types of sewerage","absolute","change",1243,"sewerage"
"Monaghan","2016-2022","All types of sewerage","relative","change",5.75,"sewerage"
"Monaghan","2016-2022","Individual septic tank","absolute","change",802,"sewerage"
"Monaghan","2016-2022","Individual septic tank","relative","change",7.62,"sewerage"
"Monaghan","2016-2022","Individual treatment not septic tank","absolute","change",29,"sewerage"
"Monaghan","2016-2022","Individual treatment not septic tank","relative","change",2.2,"sewerage"
"Monaghan","2016-2022","No sewerage facility","absolute","change",32,"sewerage"
"Monaghan","2016-2022","No sewerage facility","relative","change",114.29,"sewerage"
"Monaghan","2016-2022","Not stated","absolute","change",-549,"sewerage"
"Monaghan","2016-2022","Not stated","relative","change",-64.36,"sewerage"
"Monaghan","2016-2022","Other type of sewage","absolute","change",12,"sewerage"
"Monaghan","2016-2022","Other type of sewage","relative","change",9.02,"sewerage"
"Monaghan","2016-2022","Public scheme","absolute","change",917,"sewerage"
"Monaghan","2016-2022","Public scheme","relative","change",10.48,"sewerage"
"Monaghan","2016-2022","built_all","absolute","change",1243,"built"
"Monaghan","2016-2022","built_all","relative","change",5.75,"built"
"Monaghan","2016-2022","built_none","absolute","change",-638,"built"
"Monaghan","2016-2022","built_none","relative","change",-59.74,"built"
"Monaghan","2016-2022","built_p19_70","absolute","change",242,"built"
"Monaghan","2016-2022","built_p19_70","relative","change",3.91,"built"
"Monaghan","2016-2022","built_p2016","absolute","change",1029,"built"
"Monaghan","2016-2022","built_p2016","relative","change",Inf,"built"
"Monaghan","2016-2022","built_y70_90","absolute","change",197,"built"
"Monaghan","2016-2022","built_y70_90","relative","change",3.69,"built"
"Monaghan","2016-2022","built_y91_15","absolute","change",413,"built"
"Monaghan","2016-2022","built_y91_15","relative","change",4.58,"built"
"Monaghan","2016-2022","house_all","absolute","change",1243,"house_type"
"Monaghan","2016-2022","house_all","relative","change",5.75,"house_type"
"Monaghan","2016-2022","house_apart","absolute","change",110,"house_type"
"Monaghan","2016-2022","house_apart","relative","change",11.88,"house_type"
"Monaghan","2016-2022","house_detach","absolute","change",884,"house_type"
"Monaghan","2016-2022","house_detach","relative","change",6.38,"house_type"
"Monaghan","2016-2022","house_none","absolute","change",-330,"house_type"
"Monaghan","2016-2022","house_none","relative","change",-100,"house_type"
"Monaghan","2016-2022","house_scheme","absolute","change",579,"house_type"
"Monaghan","2016-2022","house_scheme","relative","change",8.91,"house_type"
"Monaghan","2016-2022","tenure_all","absolute","change",1243,"tenure"
"Monaghan","2016-2022","tenure_all","relative","change",5.75,"tenure"
"Monaghan","2016-2022","tenure_mort","absolute","change",-443,"tenure"
"Monaghan","2016-2022","tenure_mort","relative","change",-6.49,"tenure"
"Monaghan","2016-2022","tenure_other","absolute","change",370,"tenure"
"Monaghan","2016-2022","tenure_other","relative","change",40,"tenure"
"Monaghan","2016-2022","tenure_owner","absolute","change",818,"tenure"
"Monaghan","2016-2022","tenure_owner","relative","change",9.15,"tenure"
"Monaghan","2016-2022","tenure_rent","absolute","change",358,"tenure"
"Monaghan","2016-2022","tenure_rent","relative","change",11.69,"tenure"
"Monaghan","2016-2022","tenure_social","absolute","change",140,"tenure"
"Monaghan","2016-2022","tenure_social","relative","change",7.54,"tenure"
"Offaly","2016-2022","All types of sewerage","absolute","change",1518,"sewerage"
"Offaly","2016-2022","All types of sewerage","relative","change",5.58,"sewerage"
"Offaly","2016-2022","Individual septic tank","absolute","change",694,"sewerage"
"Offaly","2016-2022","Individual septic tank","relative","change",7.03,"sewerage"
"Offaly","2016-2022","Individual treatment not septic tank","absolute","change",143,"sewerage"
"Offaly","2016-2022","Individual treatment not septic tank","relative","change",11.21,"sewerage"
"Offaly","2016-2022","No sewerage facility","absolute","change",21,"sewerage"
"Offaly","2016-2022","No sewerage facility","relative","change",58.33,"sewerage"
"Offaly","2016-2022","Not stated","absolute","change",-649,"sewerage"
"Offaly","2016-2022","Not stated","relative","change",-63.63,"sewerage"
"Offaly","2016-2022","Other type of sewage","absolute","change",7,"sewerage"
"Offaly","2016-2022","Other type of sewage","relative","change",7.22,"sewerage"
"Offaly","2016-2022","Public scheme","absolute","change",1302,"sewerage"
"Offaly","2016-2022","Public scheme","relative","change",8.75,"sewerage"
"Offaly","2016-2022","built_all","absolute","change",1518,"built"
"Offaly","2016-2022","built_all","relative","change",5.58,"built"
"Offaly","2016-2022","built_none","absolute","change",-957,"built"
"Offaly","2016-2022","built_none","relative","change",-63.17,"built"
"Offaly","2016-2022","built_p19_70","absolute","change",434,"built"
"Offaly","2016-2022","built_p19_70","relative","change",5.34,"built"
"Offaly","2016-2022","built_p2016","absolute","change",997,"built"
"Offaly","2016-2022","built_p2016","relative","change",Inf,"built"
"Offaly","2016-2022","built_y70_90","absolute","change",371,"built"
"Offaly","2016-2022","built_y70_90","relative","change",6.61,"built"
"Offaly","2016-2022","built_y91_15","absolute","change",673,"built"
"Offaly","2016-2022","built_y91_15","relative","change",5.64,"built"
"Offaly","2016-2022","house_all","absolute","change",1518,"house_type"
"Offaly","2016-2022","house_all","relative","change",5.58,"house_type"
"Offaly","2016-2022","house_apart","absolute","change",351,"house_type"
"Offaly","2016-2022","house_apart","relative","change",35.38,"house_type"
"Offaly","2016-2022","house_detach","absolute","change",930,"house_type"
"Offaly","2016-2022","house_detach","relative","change",5.92,"house_type"
"Offaly","2016-2022","house_none","absolute","change",-419,"house_type"
"Offaly","2016-2022","house_none","relative","change",-100,"house_type"
"Offaly","2016-2022","house_scheme","absolute","change",656,"house_type"
"Offaly","2016-2022","house_scheme","relative","change",6.51,"house_type"
"Offaly","2016-2022","tenure_all","absolute","change",1518,"tenure"
"Offaly","2016-2022","tenure_all","relative","change",5.58,"tenure"
"Offaly","2016-2022","tenure_mort","absolute","change",-374,"tenure"
"Offaly","2016-2022","tenure_mort","relative","change",-4.17,"tenure"
"Offaly","2016-2022","tenure_other","absolute","change",681,"tenure"
"Offaly","2016-2022","tenure_other","relative","change",61.19,"tenure"
"Offaly","2016-2022","tenure_owner","absolute","change",1021,"tenure"
"Offaly","2016-2022","tenure_owner","relative","change",9.35,"tenure"
"Offaly","2016-2022","tenure_rent","absolute","change",37,"tenure"
"Offaly","2016-2022","tenure_rent","relative","change",0.99,"tenure"
"Offaly","2016-2022","tenure_social","absolute","change",153,"tenure"
"Offaly","2016-2022","tenure_social","relative","change",6.23,"tenure"
"Roscommon","2016-2022","All types of sewerage","absolute","change",2013,"sewerage"
"Roscommon","2016-2022","All types of sewerage","relative","change",8.4,"sewerage"
"Roscommon","2016-2022","Individual septic tank","absolute","change",648,"sewerage"
"Roscommon","2016-2022","Individual septic tank","relative","change",5,"sewerage"
"Roscommon","2016-2022","Individual treatment not septic tank","absolute","change",181,"sewerage"
"Roscommon","2016-2022","Individual treatment not septic tank","relative","change",17.57,"sewerage"
"Roscommon","2016-2022","No sewerage facility","absolute","change",6,"sewerage"
"Roscommon","2016-2022","No sewerage facility","relative","change",14.63,"sewerage"
"Roscommon","2016-2022","Not stated","absolute","change",-321,"sewerage"
"Roscommon","2016-2022","Not stated","relative","change",-44.21,"sewerage"
"Roscommon","2016-2022","Other type of sewage","absolute","change",23,"sewerage"
"Roscommon","2016-2022","Other type of sewage","relative","change",21.7,"sewerage"
"Roscommon","2016-2022","Public scheme","absolute","change",1476,"sewerage"
"Roscommon","2016-2022","Public scheme","relative","change",16.23,"sewerage"
"Roscommon","2016-2022","built_all","absolute","change",2013,"built"
"Roscommon","2016-2022","built_all","relative","change",8.4,"built"
"Roscommon","2016-2022","built_none","absolute","change",-373,"built"
"Roscommon","2016-2022","built_none","relative","change",-37.68,"built"
"Roscommon","2016-2022","built_p19_70","absolute","change",221,"built"
"Roscommon","2016-2022","built_p19_70","relative","change",3.07,"built"
"Roscommon","2016-2022","built_p2016","absolute","change",703,"built"
"Roscommon","2016-2022","built_p2016","relative","change",Inf,"built"
"Roscommon","2016-2022","built_y70_90","absolute","change",326,"built"
"Roscommon","2016-2022","built_y70_90","relative","change",6.68,"built"
"Roscommon","2016-2022","built_y91_15","absolute","change",1136,"built"
"Roscommon","2016-2022","built_y91_15","relative","change",10.42,"built"
"Roscommon","2016-2022","house_all","absolute","change",2013,"house_type"
"Roscommon","2016-2022","house_all","relative","change",8.4,"house_type"
"Roscommon","2016-2022","house_apart","absolute","change",255,"house_type"
"Roscommon","2016-2022","house_apart","relative","change",42.57,"house_type"
"Roscommon","2016-2022","house_detach","absolute","change",1352,"house_type"
"Roscommon","2016-2022","house_detach","relative","change",7.59,"house_type"
"Roscommon","2016-2022","house_none","absolute","change",-302,"house_type"
"Roscommon","2016-2022","house_none","relative","change",-100,"house_type"
"Roscommon","2016-2022","house_scheme","absolute","change",708,"house_type"
"Roscommon","2016-2022","house_scheme","relative","change",13.48,"house_type"
"Roscommon","2016-2022","tenure_all","absolute","change",2013,"tenure"
"Roscommon","2016-2022","tenure_all","relative","change",8.4,"tenure"
"Roscommon","2016-2022","tenure_mort","absolute","change",-313,"tenure"
"Roscommon","2016-2022","tenure_mort","relative","change",-4.37,"tenure"
"Roscommon","2016-2022","tenure_other","absolute","change",594,"tenure"
"Roscommon","2016-2022","tenure_other","relative","change",63.26,"tenure"
"Roscommon","2016-2022","tenure_owner","absolute","change",1324,"tenure"
"Roscommon","2016-2022","tenure_owner","relative","change",11.96,"tenure"
"Roscommon","2016-2022","tenure_rent","absolute","change",353,"tenure"
"Roscommon","2016-2022","tenure_rent","relative","change",11,"tenure"
"Roscommon","2016-2022","tenure_social","absolute","change",55,"tenure"
"Roscommon","2016-2022","tenure_social","relative","change",3.48,"tenure"
"Sligo","2016-2022","All types of sewerage","absolute","change",2040,"sewerage"
"Sligo","2016-2022","All types of sewerage","relative","change",8.24,"sewerage"
"Sligo","2016-2022","Individual septic tank","absolute","change",506,"sewerage"
"Sligo","2016-2022","Individual septic tank","relative","change",4.94,"sewerage"
"Sligo","2016-2022","Individual treatment not septic tank","absolute","change",138,"sewerage"
"Sligo","2016-2022","Individual treatment not septic tank","relative","change",17.14,"sewerage"
"Sligo","2016-2022","No sewerage facility","absolute","change",10,"sewerage"
"Sligo","2016-2022","No sewerage facility","relative","change",25,"sewerage"
"Sligo","2016-2022","Not stated","absolute","change",-372,"sewerage"
"Sligo","2016-2022","Not stated","relative","change",-40.57,"sewerage"
"Sligo","2016-2022","Other type of sewage","absolute","change",1,"sewerage"
"Sligo","2016-2022","Other type of sewage","relative","change",0.72,"sewerage"
"Sligo","2016-2022","Public scheme","absolute","change",1757,"sewerage"
"Sligo","2016-2022","Public scheme","relative","change",13.92,"sewerage"
"Sligo","2016-2022","built_all","absolute","change",2040,"built"
"Sligo","2016-2022","built_all","relative","change",8.24,"built"
